0,0.668775,0.674333
1,0.647902,0.657662
2,0.628941,0.645346
3,0.611932,0.634123
4,0.596765,0.623171
5,0.582758,0.611803
6,0.569609,0.603249
7,0.557601,0.597274
8,0.546782,0.590242
9,0.536639,0.584173
10,0.527461,0.578274
11,0.519011,0.574276
12,0.510926,0.570325
13,0.503297,0.567434
14,0.495867,0.562729
15,0.489165,0.560148
16,0.483137,0.558184
17,0.476911,0.556041
18,0.471428,0.553958
19,0.465773,0.551568
20,0.460616,0.5494
21,0.455335,0.547554
22,0.451906,0.545444
23,0.448746,0.544204
24,0.443625,0.542581
25,0.44072,0.541792
26,0.436898,0.541428
27,0.433977,0.540825
28,0.430741,0.540396
29,0.427804,0.539845
30,0.423732,0.53918
31,0.421839,0.53846
32,0.419443,0.538193
33,0.416942,0.537498
34,0.414035,0.537364
35,0.412125,0.537723
36,0.410591,0.53712
37,0.407152,0.537604
38,0.405183,0.537139
39,0.402656,0.536195
40,0.399541,0.536233
41,0.396062,0.536119
42,0.394586,0.53568
43,0.391697,0.53597
44,0.389762,0.535095
45,0.386933,0.535006
46,0.385194,0.533818
47,0.383311,0.534543
48,0.381025,0.533567
49,0.377964,0.534109
50,0.37548,0.534929
51,0.372377,0.535119
52,0.36942,0.534354
53,0.367927,0.534398
54,0.365573,0.533621
55,0.36366,0.534621
56,0.362545,0.534015
57,0.361564,0.534579
58,0.360181,0.534246
59,0.358685,0.535329
60,0.357126,0.534755
61,0.355821,0.534724
62,0.354343,0.534672
63,0.352927,0.535627
64,0.350084,0.535922
65,0.348003,0.53574
66,0.347308,0.535673
67,0.34448,0.535957
68,0.342589,0.535908
69,0.342,0.536224
70,0.340332,0.536053
71,0.337678,0.536428
72,0.335223,0.537055
73,0.333724,0.537396
74,0.331467,0.538145
75,0.328665,0.539155
76,0.328018,0.539565
77,0.326554,0.540037
78,0.324584,0.540335
79,0.322875,0.540829
80,0.322367,0.540837
81,0.319248,0.540048
82,0.317604,0.539593
83,0.315711,0.539186
84,0.314226,0.539103
85,0.312846,0.538849
86,0.310111,0.539336
87,0.308811,0.53958
88,0.307853,0.539899
89,0.306616,0.540123
90,0.30416,0.541081
91,0.301959,0.540506
92,0.299615,0.540526
93,0.298297,0.541312
94,0.297885,0.541544
95,0.296029,0.542242
96,0.293624,0.541436
97,0.292518,0.541038
98,0.291956,0.541047
